"208"," 3.819998 ","6/9/2016 10:30:25 AM ","6/9/2016 10:32:25 AM "," 4.499997 ","6/9/2016 10:34:25 AM "," 3.159998 ","6/9/2016 10:36:25 AM "," 4.339997 ","6/9/2016 10:40:25 AM "," 2.259999 ","6/9/2016 10:42:25 AM "," 2.879999 ","6/9/2016 10:44:25 AM "," 2.439999 ","6/9/2016 10:46:25 AM "," 4.419997 ",""
"209"," 3.819998 ","6/9/2016 10:50:25 AM ","6/9/2016 10:52:25 AM "," 4.499997 ","6/9/2016 10:54:25 AM "," 3.179998 ","6/9/2016 10:56:25 AM "," 4.379997 ","6/9/2016 11:00:25 AM "," 2.259999 ","6/9/2016 11:02:25 AM "," 2.899999 ","6/9/2016 11:04:25 AM "," 2.439999 ","6/9/2016 11:06:25 AM "," 4.459997 ",""
"210"," 3.819998 ","6/9/2016 11:10:25 AM ","6/9/2016 11:12:25 AM "," 4.499997 ","6/9/2016 11:14:25 AM "," 3.239998 ","6/9/2016 11:16:25 AM "," 4.419997 ","6/9/2016 11:20:25 AM "," 2.259999 ","6/9/2016 11:22:25 AM "," 2.959999 ","6/9/2016 11:24:25 AM "," 2.439999 ","6/9/2016 11:26:25 AM "," 4.459997 ",""
"211"," 3.819998 ","6/9/2016 11:30:25 AM ","6/9/2016 11:32:25 AM "," 4.499997 ","6/9/2016 11:34:25 AM "," 3.279998 ","6/9/2016 11:36:25 AM "," 4.419997 ","6/9/2016 11:40:25 AM "," 2.259999 ","6/9/2016 11:42:25 AM "," 2.999999 ","6/9/2016 11:44:25 AM "," 2.439999 ","6/9/2016 11:46:25 AM "," 4.479997 ",""
"212"," 3.879997 ","6/9/2016 11:50:25 AM ","6/9/2016 11:52:25 AM "," 4.559997 ","6/9/2016 11:54:25 AM "," 3.279998 ","6/9/2016 11:56:25 AM "," 4.419997 ","6/9/2016 12:00:25 PM "," 2.279999 ","6/9/2016 12:02:25 PM "," 2.999999 ","6/9/2016 12:04:25 PM "," 2.439999 ","6/9/2016 12:06:25 PM "," 4.479997 ",""
"213"," 3.919997 ","6/9/2016 12:10:25 PM ","6/9/2016 12:12:25 PM "," 4.559997 ","6/9/2016 12:14:25 PM "," 3.299998 ","6/9/2016 12:16:25 PM "," 4.439997 ","6/9/2016 12:20:25 PM "," 2.279999 ","6/9/2016 12:22:25 PM "," 2.999999 ","6/9/2016 12:24:25 PM "," 2.439999 ","6/9/2016 12:26:25 PM "," 4.479997 ",""
"214"," 3.919997 ","6/9/2016 12:30:25 PM ","6/9/2016 12:32:25 PM "," 4.559997 ","6/9/2016 12:34:25 PM "," 3.299998 ","6/9/2016 12:36:25 PM "," 4.459997 ","6/9/2016 12:40:25 PM "," 2.279999 ","6/9/2016 12:42:25 PM "," 3.039999 ","6/9/2016 12:44:25 PM "," 2.439999 ","6/9/2016 12:46:25 PM "," 4.519997 ",""
"215"," 3.919997 ","6/9/2016 12:50:25 PM ","6/9/2016 12:52:25 PM "," 4.559997 ","6/9/2016 12:54:25 PM "," 3.299998 ","6/9/2016 12:56:25 PM "," 4.459997 ","6/9/2016 1:00:25 PM "," 2.279999 ","6/9/2016 1:02:25 PM "," 3.039999 ","6/9/2016 1:04:25 PM "," 2.499999 ","6/9/2016 1:06:25 PM "," 4.519997 ",""
"216"," 3.939997 ","6/9/2016 1:10:25 PM ","6/9/2016 1:12:25 PM "," 4.579997 ","6/9/2016 1:14:25 PM "," 3.299998 ","6/9/2016 1:16:25 PM "," 4.479997 ","6/9/2016 1:20:25 PM "," 2.279999 ","6/9/2016 1:22:25 PM "," 3.039999 ","6/9/2016 1:24:25 PM "," 2.499999 ","6/9/2016 1:26:25 PM "," 4.519997 ",""
"217"," 3.939997 ","6/9/2016 1:30:25 PM ","6/9/2016 1:32:25 PM "," 4.579997 ","6/9/2016 1:34:25 PM "," 3.339998 ","6/9/2016 1:36:25 PM "," 4.519997 ","6/9/2016 1:40:25 PM "," 2.279999 ","6/9/2016 1:42:25 PM "," 3.039999 ","6/9/2016 1:44:25 PM "," 2.499999 ","6/9/2016 1:46:25 PM "," 4.539997 ",""
"218"," 3.939997 ","6/9/2016 1:50:25 PM ","6/9/2016 1:52:25 PM "," 4.579997 ","6/9/2016 1:54:25 PM "," 3.339998 ","6/9/2016 1:56:25 PM "," 4.519997 ","6/9/2016 2:00:25 PM "," 2.299999 ","6/9/2016 2:02:25 PM "," 3.059999 ","6/9/2016 2:04:25 PM "," 2.499999 ","6/9/2016 2:06:25 PM "," 4.579997 ",""
"219"," 3.939997 ","6/9/2016 2:10:25 PM ","6/9/2016 2:12:25 PM "," 4.639997 ","6/9/2016 2:14:25 PM "," 3.339998 ","6/9/2016 2:16:25 PM "," 4.519997 ","6/9/2016 2:20:25 PM "," 2.299999 ","6/9/2016 2:22:25 PM "," 3.059999 ","6/9/2016 2:24:25 PM "," 2.499999 ","6/9/2016 2:26:25 PM "," 4.579997 ",""
"220"," 3.939997 ","6/9/2016 2:30:25 PM ","6/9/2016 2:32:25 PM "," 4.639997 ","6/9/2016 2:34:25 PM "," 3.339998 ","6/9/2016 2:36:25 PM "," 4.519997 ","6/9/2016 2:40:25 PM "," 2.299999 ","6/9/2016 2:42:25 PM "," 3.059999 ","6/9/2016 2:44:25 PM "," 2.499999 ","6/9/2016 2:46:25 PM "," 4.599997 ",""
"221"," 3.939997 ","6/9/2016 2:50:25 PM ","6/9/2016 2:52:25 PM "," 4.639997 ","6/9/2016 2:54:25 PM "," 3.339998 ","6/9/2016 2:56:25 PM "," 4.519997 ","6/9/2016 3:00:25 PM "," 2.339999 ","6/9/2016 3:02:25 PM "," 3.119998 ","6/9/2016 3:04:25 PM "," 2.499999 ","6/9/2016 3:06:25 PM "," 4.599997 ",""
"222"," 3.939997 ","6/9/2016 3:10:25 PM ","6/9/2016 3:12:25 PM "," 4.659997 ","6/9/2016 3:14:25 PM "," 3.339998 ","6/9/2016 3:16:25 PM "," 4.559997 ","6/9/2016 3:20:25 PM "," 2.339999 ","6/9/2016 3:22:25 PM "," 3.119998 ","6/9/2016 3:24:25 PM "," 2.499999 ","6/9/2016 3:26:25 PM "," 4.599997 ",""
"223"," 3.959997 ","6/9/2016 3:30:25 PM ","6/9/2016 3:32:25 PM "," 4.659997 ","6/9/2016 3:34:25 PM "," 3.339998 ","6/9/2016 3:36:25 PM "," 4.559997 ","6/9/2016 3:40:25 PM "," 2.339999 ","6/9/2016 3:42:25 PM "," 3.119998 ","6/9/2016 3:44:25 PM "," 2.499999 ","6/9/2016 3:46:25 PM "," 4.619997 ",""
"224"," 3.959997 ","6/9/2016 3:50:25 PM ","6/9/2016 3:52:25 PM "," 4.659997 ","6/9/2016 3:54:25 PM "," 3.359998 ","6/9/2016 3:56:25 PM "," 4.599997 ","6/9/2016 4:00:25 PM "," 2.339999 ","6/9/2016 4:02:25 PM "," 3.179998 ","6/9/2016 4:04:25 PM "," 2.499999 ","6/9/2016 4:06:25 PM "," 4.639997 ",""
"225"," 3.959997 ","6/9/2016 4:10:25 PM ","6/9/2016 4:12:25 PM "," 4.659997 ","6/9/2016 4:14:25 PM "," 3.359998 ","6/9/2016 4:16:25 PM "," 4.599997 ","6/9/2016 4:20:25 PM "," 2.339999 ","6/9/2016 4:22:25 PM "," 3.179998 ","6/9/2016 4:24:25 PM "," 2.499999 ","6/9/2016 4:26:25 PM "," 4.639997 ",""
"226"," 3.979997 ","6/9/2016 4:30:25 PM ","6/9/2016 4:32:25 PM "," 4.659997 ","6/9/2016 4:34:25 PM "," 3.359998 ","6/9/2016 4:36:25 PM "," 4.619997 ","6/9/2016 4:40:25 PM "," 2.359999 ","6/9/2016 4:42:25 PM "," 3.259998 ","6/9/2016 4:44:25 PM "," 2.499999 ","6/9/2016 4:46:25 PM "," 4.699997 ",""
"227"," 3.979997 ","6/9/2016 4:50:25 PM ","6/9/2016 4:52:25 PM "," 4.659997 ","6/9/2016 4:54:25 PM "," 3.359998 ","6/9/2016 4:56:25 PM "," 4.639997 ","6/9/2016 5:00:25 PM "," 2.359999 ","6/9/2016 5:02:25 PM "," 3.259998 ","6/9/2016 5:04:25 PM "," 2.499999 ","6/9/2016 5:06:25 PM "," 4.699997 ",""
"228"," 3.999997 ","6/9/2016 5:10:25 PM ","6/9/2016 5:12:25 PM "," 4.719997 ","6/9/2016 5:14:25 PM "," 3.399998 ","6/9/2016 5:16:25 PM "," 4.659997 ","6/9/2016 5:20:25 PM "," 2.359999 ","6/9/2016 5:22:25 PM "," 3.299998 ","6/9/2016 5:24:25 PM "," 2.499999 ","6/9/2016 5:26:25 PM "," 4.719997 ",""
"229"," 4.019998 ","6/9/2016 5:30:25 PM ","6/9/2016 5:32:25 PM "," 4.719997 ","6/9/2016 5:34:25 PM "," 3.399998 ","6/9/2016 5:36:25 PM "," 4.659997 ","6/9/2016 5:40:25 PM "," 2.359999 ","6/9/2016 5:42:25 PM "," 3.339998 ","6/9/2016 5:44:25 PM "," 2.499999 ","6/9/2016 5:46:25 PM "," 4.739997 ",""
"230"," 4.019998 ","6/9/2016 5:50:25 PM ","6/9/2016 5:52:25 PM "," 4.719997 ","6/9/2016 5:54:25 PM "," 3.419998 ","6/9/2016 5:56:25 PM "," 4.659997 ","6/9/2016 6:00:25 PM "," 2.359999 ","6/9/2016 6:02:25 PM "," 3.339998 ","6/9/2016 6:04:25 PM "," 2.499999 ","6/9/2016 6:06:25 PM "," 4.779997 ",""
"231"," 4.059998 ","6/9/2016 6:10:25 PM ","6/9/2016 6:12:25 PM "," 4.739997 ","6/9/2016 6:14:25 PM "," 3.439998 ","6/9/2016 6:16:25 PM "," 4.659997 ","6/9/2016 6:20:25 PM "," 2.359999 ","6/9/2016 6:22:25 PM "," 3.359998 ","6/9/2016 6:24:25 PM "," 2.539999 ","6/9/2016 6:26:25 PM "," 4.819997 ",""
"232"," 4.059998 ","6/9/2016 6:30:25 PM ","6/9/2016 6:32:25 PM "," 4.759997 ","6/9/2016 6:34:25 PM "," 3.439998 ","6/9/2016 6:36:25 PM "," 4.659997 ","6/9/2016 6:40:25 PM "," 2.399999 ","6/9/2016 6:42:25 PM "," 3.399998 ","6/9/2016 6:44:25 PM "," 2.539999 ","6/9/2016 6:46:25 PM "," 4.839997 ",""
"233"," 4.099998 ","6/9/2016 6:50:25 PM ","6/9/2016 6:52:25 PM "," 4.839997 ","6/9/2016 6:54:25 PM "," 3.439998 ","6/9/2016 6:56:25 PM "," 4.679997 ","6/9/2016 7:00:25 PM "," 2.399999 ","6/9/2016 7:02:25 PM "," 3.399998 ","6/9/2016 7:04:25 PM "," 2.539999 ","6/9/2016 7:06:25 PM "," 4.879997 ",""
"234"," 4.119998 ","6/9/2016 7:10:25 PM ","6/9/2016 7:12:25 PM "," 4.839997 ","6/9/2016 7:14:25 PM "," 3.439998 ","6/9/2016 7:16:25 PM "," 4.679997 ","6/9/2016 7:20:25 PM "," 2.399999 ","6/9/2016 7:22:25 PM "," 3.419998 ","6/9/2016 7:24:25 PM "," 2.539999 ","6/9/2016 7:26:25 PM "," 4.879997 ",""
"235"," 4.119998 ","6/9/2016 7:30:25 PM ","6/9/2016 7:32:25 PM "," 4.839997 ","6/9/2016 7:34:25 PM "," 3.439998 ","6/9/2016 7:36:25 PM "," 4.679997 ","6/9/2016 7:40:25 PM "," 2.399999 ","6/9/2016 7:42:25 PM "," 3.419998 ","6/9/2016 7:44:25 PM "," 2.539999 ","6/9/2016 7:46:25 PM "," 4.879997 ",""
"236"," 4.139997 ","6/9/2016 7:50:25 PM ","6/9/2016 7:52:25 PM "," 4.839997 ","6/9/2016 7:54:25 PM "," 3.439998 ","6/9/2016 7:56:25 PM "," 4.679997 ","6/9/2016 8:00:25 PM "," 2.399999 ","6/9/2016 8:02:25 PM "," 3.419998 ","6/9/2016 8:04:25 PM "," 2.539999 ","6/9/2016 8:06:25 PM "," 4.899997 ",""
"237"," 4.139997 ","6/9/2016 8:10:25 PM ","6/9/2016 8:12:25 PM "," 4.839997 ","6/9/2016 8:14:25 PM "," 3.439998 ","6/9/2016 8:16:25 PM "," 4.679997 ","6/9/2016 8:20:25 PM "," 2.419999 ","6/9/2016 8:22:25 PM "," 3.419998 ","6/9/2016 8:24:25 PM "," 2.539999 ","6/9/2016 8:26:25 PM "," 4.899997 ",""
"238"," 4.139997 ","6/9/2016 8:30:25 PM ","6/9/2016 8:32:25 PM "," 4.859997 ","6/9/2016 8:34:25 PM "," 3.459998 ","6/9/2016 8:36:25 PM "," 4.679997 ","6/9/2016 8:40:25 PM "," 2.419999 ","6/9/2016 8:42:25 PM "," 3.419998 ","6/9/2016 8:44:25 PM "," 2.539999 ","6/9/2016 8:46:25 PM "," 4.919997 ",""
"239"," 4.139997 ","6/9/2016 8:50:25 PM ","6/9/2016 8:52:25 PM "," 4.859997 ","6/9/2016 8:54:25 PM "," 3.459998 ","6/9/2016 8:56:25 PM "," 4.679997 ","6/9/2016 9:00:25 PM "," 2.419999 ","6/9/2016 9:02:25 PM "," 3.419998 ","6/9/2016 9:04:25 PM "," 2.539999 ","6/9/2016 9:06:25 PM "," 4.919997 ",""
"240"," 4.139997 ","6/9/2016 9:10:25 PM ","6/9/2016 9:12:25 PM "," 4.859997 ","6/9/2016 9:14:25 PM "," 3.459998 ","6/9/2016 9:16:25 PM "," 4.699997 ","6/9/2016 9:20:25 PM "," 2.419999 ","6/9/2016 9:22:25 PM "," 3.439998 ","6/9/2016 9:24:25 PM "," 2.539999 ","6/9/2016 9:26:25 PM "," 4.919997 ",""
"241"," 4.139997 ","6/9/2016 9:30:25 PM ","6/9/2016 9:32:25 PM "," 4.859997 ","6/9/2016 9:34:25 PM "," 3.459998 ","6/9/2016 9:36:25 PM "," 4.699997 ","6/9/2016 9:40:25 PM "," 2.419999 ","6/9/2016 9:42:25 PM "," 3.439998 ","6/9/2016 9:44:25 PM "," 2.539999 ","6/9/2016 9:46:25 PM "," 4.939997 ",""
"242"," 4.139997 ","6/9/2016 9:50:25 PM ","6/9/2016 9:52:25 PM "," 4.859997 ","6/9/2016 9:54:25 PM "," 3.459998 ","6/9/2016 9:56:25 PM "," 4.699997 ","6/9/2016 10:00:25 PM "," 2.419999 ","6/9/2016 10:02:25 PM "," 3.439998 ","6/9/2016 10:04:25 PM "," 2.539999 ","6/9/2016 10:06:25 PM "," 4.939997 ",""
"243"," 4.159997 ","6/9/2016 10:10:25 PM ","6/9/2016 10:12:25 PM "," 4.879997 ","6/9/2016 10:14:25 PM "," 3.459998 ","6/9/2016 10:16:25 PM "," 4.699997 ","6/9/2016 10:20:25 PM "," 2.419999 ","6/9/2016 10:22:25 PM "," 3.439998 ","6/9/2016 10:24:25 PM "," 2.539999 ","6/9/2016 10:26:25 PM "," 4.939997 ",""
"244"," 4.159997 ","6/9/2016 10:30:25 PM ","6/9/2016 10:32:25 PM "," 4.879997 ","6/9/2016 10:34:25 PM "," 3.459998 ","6/9/2016 10:36:25 PM "," 4.699997 ","6/9/2016 10:40:25 PM "," 2.439999 ","6/9/2016 10:42:25 PM "," 3.439998 ","6/9/2016 10:44:25 PM "," 2.539999 ","6/9/2016 10:46:25 PM "," 4.959997 ",""
"245"," 4.219997 ","6/9/2016 10:50:25 PM ","6/9/2016 10:52:25 PM "," 4.879997 ","6/9/2016 10:54:25 PM "," 3.459998 ","6/9/2016 10:56:25 PM "," 4.699997 ","6/9/2016 11:00:25 PM "," 2.439999 ","6/9/2016 11:02:25 PM "," 3.439998 ","6/9/2016 11:04:25 PM "," 2.539999 ","6/9/2016 11:06:25 PM "," 4.959997 ",""
"246"," 4.219997 ","6/9/2016 11:10:25 PM ","6/9/2016 11:12:25 PM "," 4.879997 ","6/9/2016 11:14:25 PM "," 3.479998 ","6/9/2016 11:16:25 PM "," 4.719997 ","6/9/2016 11:20:25 PM "," 2.439999 ","6/9/2016 11:22:25 PM "," 3.459998 ","6/9/2016 11:24:25 PM "," 2.539999 ","6/9/2016 11:26:25 PM "," 4.959997 ",""
"247"," 4.219997 ","6/9/2016 11:30:25 PM ","6/9/2016 11:32:25 PM "," 4.899997 ","6/9/2016 11:34:25 PM "," 3.479998 ","6/9/2016 11:36:25 PM "," 4.719997 ","6/9/2016 11:40:25 PM "," 2.439999 ","6/9/2016 11:42:25 PM "," 3.459998 ","6/9/2016 11:44:25 PM "," 2.539999 ","6/9/2016 11:46:25 PM "," 4.959997 ",""
"248"," 4.219997 ","6/9/2016 11:50:25 PM ","6/9/2016 11:52:25 PM "," 4.919997 ","6/9/2016 11:54:25 PM "," 3.479998 ","6/9/2016 11:56:25 PM "," 4.719997 ","6/10/2016 12:00:25 AM "," 2.439999 ","6/10/2016 12:02:25 AM "," 3.459998 ","6/10/2016 12:04:25 AM "," 2.539999 ","6/10/2016 12:06:25 AM "," 4.979997 ",""
"249"," 4.219997 ","6/10/2016 12:10:25 AM ","6/10/2016 12:12:25 AM "," 4.919997 ","6/10/2016 12:14:25 AM "," 3.499998 ","6/10/2016 12:16:25 AM "," 4.779997 ","6/10/2016 12:20:25 AM "," 2.439999 ","6/10/2016 12:22:25 AM "," 3.459998 ","6/10/2016 12:24:25 AM "," 2.539999 ","6/10/2016 12:26:25 AM "," 4.979997 ",""
"250"," 4.219997 ","6/10/2016 12:30:25 AM ","6/10/2016 12:32:25 AM "," 4.919997 ","6/10/2016 12:34:25 AM "," 3.499998 ","6/10/2016 12:36:25 AM "," 4.779997 ","6/10/2016 12:40:25 AM "," 2.459999 ","6/10/2016 12:42:25 AM "," 3.459998 ","6/10/2016 12:44:25 AM "," 2.539999 ","6/10/2016 12:46:25 AM "," 4.979997 ",""
"251"," 4.259997 ","6/10/2016 12:50:25 AM ","6/10/2016 12:52:25 AM "," 4.919997 ","6/10/2016 12:54:25 AM "," 3.499998 ","6/10/2016 12:56:25 AM "," 4.839997 ","6/10/2016 1:00:25 AM "," 2.459999 ","6/10/2016 1:02:25 AM "," 3.519998 ","6/10/2016 1:04:25 AM "," 2.539999 ","6/10/2016 1:06:25 AM "," 4.999997 ",""
"252"," 4.259997 ","6/10/2016 1:10:25 AM ","6/10/2016 1:12:25 AM "," 4.919997 ","6/10/2016 1:14:25 AM "," 3.539998 ","6/10/2016 1:16:25 AM "," 4.839997 ","6/10/2016 1:20:25 AM "," 2.459999 ","6/10/2016 1:22:25 AM "," 3.519998 ","6/10/2016 1:24:25 AM "," 2.599999 ","6/10/2016 1:26:25 AM "," 4.999997 ",""
"253"," 4.319997 ","6/10/2016 1:30:25 AM ","6/10/2016 1:32:25 AM "," 4.919997 ","6/10/2016 1:34:25 AM "," 3.539998 ","6/10/2016 1:36:25 AM "," 4.839997 ","6/10/2016 1:40:25 AM "," 2.479999 ","6/10/2016 1:42:25 AM "," 3.519998 ","6/10/2016 1:44:25 AM "," 2.599999 ","6/10/2016 1:46:25 AM "," 4.999997 ",""
"254"," 4.339997 ","6/10/2016 1:50:25 AM ","6/10/2016 1:52:25 AM "," 4.919997 ","6/10/2016 1:54:25 AM "," 3.559998 ","6/10/2016 1:56:25 AM "," 4.839997 ","6/10/2016 2:00:25 AM "," 2.499999 ","6/10/2016 2:02:25 AM "," 3.519998 ","6/10/2016 2:04:25 AM "," 2.599999 ","6/10/2016 2:06:25 AM "," 4.999997 ",""
"255"," 4.339997 ","6/10/2016 2:10:25 AM ","6/10/2016 2:12:25 AM "," 4.919997 ","6/10/2016 2:14:25 AM "," 3.559998 ","6/10/2016 2:16:25 AM "," 4.879997 ","6/10/2016 2:20:25 AM "," 2.499999 ","6/10/2016 2:22:25 AM "," 3.519998 ","6/10/2016 2:24:25 AM "," 2.599999 ","6/10/2016 2:26:25 AM "," 5.019997 ",""
"256"," 4.339997 ","6/10/2016 2:30:25 AM ","6/10/2016 2:32:25 AM "," 4.939997 ","6/10/2016 2:34:25 AM "," 3.579998 ","6/10/2016 2:36:25 AM "," 4.899997 ","6/10/2016 2:40:25 AM "," 2.499999 ","6/10/2016 2:42:25 AM "," 3.519998 ","6/10/2016 2:44:25 AM "," 2.599999 ","6/10/2016 2:46:25 AM "," 5.019997 ",""
"257"," 4.339997 ","6/10/2016 2:50:25 AM ","6/10/2016 2:52:25 AM "," 4.959997 ","6/10/2016 2:54:25 AM "," 3.599998 ","6/10/2016 2:56:25 AM "," 4.939997 ","6/10/2016 3:00:25 AM "," 2.499999 ","6/10/2016 3:02:25 AM "," 3.579998 ","6/10/2016 3:04:25 AM "," 2.599999 ","6/10/2016 3:06:25 AM "," 5.019997 ",""
"258"," 4.359997 ","6/10/2016 3:10:25 AM ","6/10/2016 3:12:25 AM "," 4.959997 ","6/10/2016 3:14:25 AM "," 3.599998 ","6/10/2016 3:16:25 AM "," 4.959997 ","6/10/2016 3:20:25 AM "," 2.499999 ","6/10/2016 3:22:25 AM "," 3.579998 ","6/10/2016 3:24:25 AM "," 2.599999 ","6/10/2016 3:26:25 AM "," 5.019997 ",""
"259"," 4.359997 ","6/10/2016 3:30:25 AM ","6/10/2016 3:32:25 AM "," 4.959997 ","6/10/2016 3:34:25 AM "," 3.619998 ","6/10/2016 3:36:25 AM "," 4.959997 ","6/10/2016 3:40:25 AM "," 2.519999 ","6/10/2016 3:42:25 AM "," 3.579998 ","6/10/2016 3:44:25 AM "," 2.599999 ","6/10/2016 3:46:25 AM "," 5.039997 ",""
"260"," 4.359997 ","6/10/2016 3:50:25 AM ","6/10/2016 3:52:25 AM "," 4.979997 ","6/10/2016 3:54:25 AM "," 3.619998 ","6/10/2016 3:56:25 AM "," 4.959997 ","6/10/2016 4:00:25 AM "," 2.519999 ","6/10/2016 4:02:25 AM "," 3.579998 ","6/10/2016 4:04:25 AM "," 2.599999 ","6/10/2016 4:06:25 AM "," 5.039997 ",""
"261"," 4.359997 ","6/10/2016 4:10:25 AM ","6/10/2016 4:12:25 AM "," 5.039997 ","6/10/2016 4:14:25 AM "," 3.619998 ","6/10/2016 4:16:25 AM "," 4.959997 ","6/10/2016 4:20:25 AM "," 2.539999 ","6/10/2016 4:22:25 AM "," 3.579998 ","6/10/2016 4:24:25 AM "," 2.599999 ","6/10/2016 4:26:25 AM "," 5.039997 ",""
"262"," 4.359997 ","6/10/2016 4:30:25 AM ","6/10/2016 4:32:25 AM "," 5.039997 ","6/10/2016 4:34:25 AM "," 3.639997 ","6/10/2016 4:36:25 AM "," 4.959997 ","6/10/2016 4:40:25 AM "," 2.539999 ","6/10/2016 4:42:25 AM "," 3.579998 ","6/10/2016 4:44:25 AM "," 2.599999 ","6/10/2016 4:46:25 AM "," 5.059997 ",""
"263"," 4.399997 ","6/10/2016 4:50:25 AM ","6/10/2016 4:52:25 AM "," 5.059997 ","6/10/2016 4:54:25 AM "," 3.639997 ","6/10/2016 4:56:25 AM "," 4.959997 ","6/10/2016 5:00:25 AM "," 2.539999 ","6/10/2016 5:02:25 AM "," 3.579998 ","6/10/2016 5:04:25 AM "," 2.599999 ","6/10/2016 5:06:25 AM "," 5.059997 ",""
"264"," 4.399997 ","6/10/2016 5:10:25 AM ","6/10/2016 5:12:25 AM "," 5.079997 ","6/10/2016 5:14:25 AM "," 3.659997 ","6/10/2016 5:16:25 AM "," 4.979997 ","6/10/2016 5:20:25 AM "," 2.539999 ","6/10/2016 5:22:25 AM "," 3.579998 ","6/10/2016 5:24:25 AM "," 2.599999 ","6/10/2016 5:26:25 AM "," 5.059997 ",""
"265"," 4.399997 ","6/10/2016 5:30:25 AM ","6/10/2016 5:32:25 AM "," 5.079997 ","6/10/2016 5:34:25 AM "," 3.659997 ","6/10/2016 5:36:25 AM "," 4.999997 ","6/10/2016 5:40:25 AM "," 2.539999 ","6/10/2016 5:42:25 AM "," 3.579998 ","6/10/2016 5:44:25 AM "," 2.599999 ","6/10/2016 5:46:25 AM "," 5.139997 ",""
"266"," 4.399997 ","6/10/2016 5:50:25 AM ","6/10/2016 5:52:25 AM "," 5.079997 ","6/10/2016 5:54:25 AM "," 3.659997 ","6/10/2016 5:56:25 AM "," 4.999997 ","6/10/2016 6:00:25 AM "," 2.559999 ","6/10/2016 6:02:25 AM "," 3.659998 ","6/10/2016 6:04:25 AM "," 2.599999 ","6/10/2016 6:06:25 AM "," 5.159997 ",""
"267"," 4.419997 ","6/10/2016 6:10:25 AM ","6/10/2016 6:12:25 AM "," 5.119997 ","6/10/2016 6:14:25 AM "," 3.659997 ","6/10/2016 6:16:25 AM "," 4.999997 ","6/10/2016 6:20:25 AM "," 2.559999 ","6/10/2016 6:22:25 AM "," 3.659998 ","6/10/2016 6:24:25 AM "," 2.599999 ","6/10/2016 6:26:25 AM "," 5.159997 ",""
"268"," 4.419997 ","6/10/2016 6:30:25 AM ","6/10/2016 6:32:25 AM "," 5.159997 ","6/10/2016 6:34:25 AM "," 3.659997 ","6/10/2016 6:36:25 AM "," 4.999997 ","6/10/2016 6:40:25 AM "," 2.559999 ","6/10/2016 6:42:25 AM "," 3.659998 ","6/10/2016 6:44:25 AM "," 2.599999 ","6/10/2016 6:46:25 AM "," 5.219996 ",""
"269"," 4.419997 ","6/10/2016 6:50:25 AM ","6/10/2016 6:52:25 AM "," 5.179996 ","6/10/2016 6:54:25 AM "," 3.679997 ","6/10/2016 6:56:25 AM "," 4.999997 ","6/10/2016 7:00:25 AM "," 2.559999 ","6/10/2016 7:02:25 AM "," 3.659998 ","6/10/2016 7:04:25 AM "," 2.599999 ","6/10/2016 7:06:25 AM "," 5.219996 ",""
"270"," 4.419997 ","6/10/2016 7:10:25 AM ","6/10/2016 7:12:25 AM "," 5.179996 ","6/10/2016 7:14:25 AM "," 3.679997 ","6/10/2016 7:16:25 AM "," 5.039997 ","6/10/2016 7:20:25 AM "," 2.559999 ","6/10/2016 7:22:25 AM "," 3.799998 ","6/10/2016 7:24:25 AM "," 2.599999 ","6/10/2016 7:26:25 AM "," 5.319996 ",""
"271"," 4.699997 ","6/10/2016 7:30:25 AM ","6/10/2016 7:32:25 AM "," 5.439997 ","6/10/2016 7:34:25 AM "," 3.939997 ","6/10/2016 7:36:25 AM "," 5.299996 ","6/10/2016 7:40:25 AM "," 2.559999 ","6/10/2016 7:42:25 AM "," 3.979998 ","6/10/2016 7:44:25 AM "," 2.599999 ","6/10/2016 7:46:25 AM "," 5.579996 ",""
"272"," 4.759997 ","6/10/2016 7:50:25 AM ","6/10/2016 7:52:25 AM "," 5.599997 ","6/10/2016 7:54:25 AM "," 4.019998 ","6/10/2016 7:56:25 AM "," 5.299996 ","6/10/2016 8:00:25 AM "," 2.559999 ","6/10/2016 8:02:25 AM "," 4.119998 ","6/10/2016 8:04:25 AM "," 2.919999 ","6/10/2016 8:06:25 AM "," 5.579996 ",""
"273"," 4.939997 ","6/10/2016 8:10:25 AM ","6/10/2016 8:12:25 AM "," 5.739996 ","6/10/2016 8:14:25 AM "," 4.079998 ","6/10/2016 8:16:25 AM "," 5.399996 ","6/10/2016 8:20:25 AM "," 2.579998 ","6/10/2016 8:22:25 AM "," 4.179998 ","6/10/2016 8:24:25 AM "," 3.259999 ","6/10/2016 8:26:25 AM "," 5.599996 ",""
"274"," 4.939997 ","6/10/2016 8:30:25 AM ","6/10/2016 8:32:25 AM "," 5.779996 ","6/10/2016 8:34:25 AM "," 4.079998 ","6/10/2016 8:36:25 AM "," 5.399996 ","6/10/2016 8:40:25 AM "," 2.699998 ","6/10/2016 8:42:25 AM "," 4.179998 ","6/10/2016 8:44:25 AM "," 3.259999 ","6/10/2016 8:46:25 AM "," 5.759996 ",""
